filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
hunting1.wav,0.6288034915924072,0.005461418069899082,4421.257759551992,2736.471074915092,7558.600837953629,0.3314889652937788,-549.5352172851562,48.65800476074219,-4.50731897354126,4.639736652374268,10.28799057006836,5.437461853027344,4.039304733276367,6.738714218139648,0.3264809846878052,5.357250690460205,1.8516018390655518,2.774794816970825,1.0408717393875122,1.179213047027588,-1.380557656288147,-0.51100093126297,-1.3784295320510864,0.2865663468837738,-0.884169340133667,0.39646339416503906,hunting
hunting10.wav,0.7049850225448608,0.011136652901768684,2715.478224898364,2819.5156384757884,6135.16845703125,0.05730329241071429,-584.3108520507812,36.26514434814453,6.304030418395996,9.096455574035645,0.6778727173805237,4.728672027587891,1.8313618898391724,4.229616641998291,1.6179555654525757,3.8221137523651123,0.7321407198905945,2.0696067810058594,0.9084826707839966,3.6049258708953857,0.3419852554798126,1.2933346033096313,1.0498453378677368,2.8195462226867676,1.9371942281723022,1.3421814441680908,hunting
hunting11.wav,0.673393726348877,0.021459905430674553,2162.9251594751363,2088.8812786070534,4359.331720525568,0.11019620028409091,-313.9776916503906,100.44847869873047,-26.541032791137695,36.43165588378906,-7.325514316558838,11.554182052612305,2.494173765182495,6.426987171173096,-1.2395660877227783,-2.1402361392974854,-1.2891931533813477,-3.2278783321380615,-1.9292947053909302,-1.2471338510513306,-2.0551836490631104,-0.8302918076515198,-5.168344974517822,-0.6324378848075867,-6.507942199707031,-0.7822398543357849,hunting
hunting12.wav,0.6697593927383423,0.14523400366306305,2363.180754780467,2245.2062415723985,4735.111490885417,0.13807508680555555,-150.41294860839844,87.38937377929688,-22.94905662536621,27.308576583862305,-4.869585037231445,10.875273704528809,-4.210591793060303,8.417906761169434,1.1209790706634521,7.5491251945495605,3.4001681804656982,5.276974678039551,-2.1185107231140137,0.8983357548713684,-2.803131580352783,1.7771596908569336,-1.7673768997192383,2.498955249786377,-2.563560962677002,1.5328643321990967,hunting
hunting13.wav,0.5858981013298035,0.19179955124855042,1547.8582445071245,1539.8000853977558,2998.9879261363635,0.08963290127840909,-97.6185531616211,157.09022521972656,-47.40994644165039,19.109289169311523,-23.20619010925293,11.585628509521484,-21.338151931762695,1.0996108055114746,-14.112201690673828,3.5187361240386963,-4.093327045440674,2.418438196182251,-1.0494394302368164,-2.0871810913085938,2.3516740798950195,-2.3112611770629883,3.2770614624023438,-4.776894569396973,3.185553550720215,-5.153453350067139,hunting
hunting14.wav,0.6323308348655701,0.05857808142900467,2303.7529921184837,2007.6562930296932,4413.907877604167,0.19518590856481483,-213.0596466064453,107.82911682128906,-34.92476272583008,29.580623626708984,-12.77119255065918,8.984559059143066,-7.386313438415527,3.451127290725708,-4.816264629364014,-3.1363325119018555,-8.85447883605957,-5.516046524047852,-8.922154426574707,-4.5556817054748535,-7.179736137390137,-5.363971710205078,-6.854132652282715,-1.0086538791656494,-6.899484157562256,-2.278529167175293,hunting
hunting15.wav,0.5535370111465454,0.09520057588815689,1489.1500085069974,1742.8673757401352,2663.323974609375,0.07468959263392858,-199.0882110595703,135.52439880371094,-19.158090591430664,-6.963994979858398,-25.52773094177246,-16.50287628173828,-26.27482032775879,-18.122440338134766,-25.913394927978516,-13.32127571105957,-10.362380981445312,-8.477310180664062,-7.5693535804748535,-5.0233259201049805,-6.266646385192871,-5.478713512420654,-5.734925270080566,-2.1523730754852295,-5.866508483886719,0.8732044696807861,hunting
hunting16.wav,0.5972596406936646,0.016493981704115868,1623.3809226725482,1982.6133437988146,3504.397508574695,0.06738578982469512,-448.23651123046875,77.11720275878906,2.97568941116333,18.133304595947266,12.49314022064209,7.635926723480225,-0.8782685399055481,-3.3337104320526123,-5.206025123596191,-1.7407269477844238,-0.40202146768569946,1.7883609533309937,2.060177803039551,3.7738566398620605,1.4983489513397217,-0.033928290009498596,-0.9720585346221924,1.9141194820404053,1.8302372694015503,2.0545473098754883,hunting
hunting17.wav,0.5730688571929932,0.021694540977478027,2342.035053995252,2084.0851336531405,4670.952375545058,0.13662790697674418,-474.20709228515625,37.46123123168945,-11.257810592651367,4.479626655578613,-5.302031517028809,-0.7927553653717041,-2.8581244945526123,-1.7318726778030396,-2.513108253479004,-1.006102442741394,-1.4410687685012817,-1.0027408599853516,-2.444169044494629,-0.5002530217170715,-0.1717371642589569,1.4603694677352905,-0.8387299180030823,-0.6308701038360596,-1.9850603342056274,0.10168395191431046,hunting
hunting18.wav,0.6125938892364502,0.017068620771169662,1041.2588795362735,1532.7042039501475,1762.600341796875,0.0550244140625,-434.81585693359375,135.24380493164062,25.119979858398438,1.778378963470459,-5.6148576736450195,-1.9670045375823975,-1.4576988220214844,3.267786979675293,3.756629228591919,3.602951765060425,2.882211208343506,4.497533798217773,2.9704372882843018,3.660660743713379,1.0195938348770142,0.879357099533081,-0.15428830683231354,1.1391652822494507,0.39740362763404846,0.2354283332824707,hunting
